group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
words_map_with_thread_num_8,pvec-std,10000,,,50053804.0,ns,160
words_map_with_thread_num_8,pvec-std,10000,,,99349237.0,ns,320
words_map_with_thread_num_8,pvec-std,10000,,,144473520.0,ns,480
words_map_with_thread_num_8,pvec-std,10000,,,194199936.0,ns,640
words_map_with_thread_num_8,pvec-std,10000,,,246866508.0,ns,800
words_map_with_thread_num_8,pvec-std,10000,,,302316092.0,ns,960
words_map_with_thread_num_8,pvec-std,10000,,,346526566.0,ns,1120
words_map_with_thread_num_8,pvec-std,10000,,,392907967.0,ns,1280
words_map_with_thread_num_8,pvec-std,10000,,,449323621.0,ns,1440
words_map_with_thread_num_8,pvec-std,10000,,,498302135.0,ns,1600
