group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
words_map_with_thread_num_16,pvec-std,10000,,,62507049.0,ns,108
words_map_with_thread_num_16,pvec-std,10000,,,122051965.0,ns,216
words_map_with_thread_num_16,pvec-std,10000,,,178587338.0,ns,324
words_map_with_thread_num_16,pvec-std,10000,,,237920791.0,ns,432
words_map_with_thread_num_16,pvec-std,10000,,,293919981.0,ns,540
words_map_with_thread_num_16,pvec-std,10000,,,349721172.0,ns,648
words_map_with_thread_num_16,pvec-std,10000,,,409874671.0,ns,756
words_map_with_thread_num_16,pvec-std,10000,,,469050255.0,ns,864
words_map_with_thread_num_16,pvec-std,10000,,,529104787.0,ns,972
words_map_with_thread_num_16,pvec-std,10000,,,597248448.0,ns,1080
